一行出去就係泳池，再行出啲就係沙灘。	一行出去就係泳池，再行出Ｄ就係沙灘！
蜘蛛真係世界公民	蜘蛛是世界公民 ，
啲嘢好似好好食，佢食到嗒嗒聲噉。	飯菜好像還不錯，吃的不亦樂乎，好像真的很好吃似的。
2009年4月24號的《蘋果日報》副刊中，編輯用「動L」嚟形容彈牙的讚岐烏冬。	2009年4月24日的《蘋果日報》副刊中，編輯以「動L」來形容彈牙的讚岐烏冬。
網民熱話	網友熱議
年晚煎堆人有我有	年晚麻團人有我有
唔係吖嘛？	不是吧？
揗	忙碌地幹
佢哋都係買貨架上嘅軟件	他們都購買現成的產品
但咁樣嘅機器 又點樣同現實世界互動呢 ？	但之後機器要如何與現實世界互動呢 ？
我依家喺銅鑼灣蘭芳道，附近有停車場泊車嗎	我現在在銅鑼灣蘭芳道，附近有停車場停車嗎
係囖，噉我哋點同佢慶祝啊。	是啊，我們怎麼跟他慶祝啊。
安格斯牛肉	安格斯牛肉
其實我都試過一排係好唔想返學㗎。	事實上，我有一段時間不想上學。
咸魚蒸肉餅飯	鹹魚蒸肉餅飯
飽上心頭	撐得慌
又爬樹又落地	又爬樹又落地
杉	杉木
依張向影得好啲	這裡是張更清楚點的照片
除褲	脫下褲子
雞腸	雞的腸子
而家啲細路仔唔鍾意打波子，佢哋鍾意玩電腦遊戲。	現在的孩子們不喜歡玩彈珠，他們喜歡玩電腦遊戲。
坐霸王車	坐車不買票
呢個網絡當中主要都係女性	而大部分也都是女人 。
不如開香檳慶祝吖？	不如開香檳慶祝吖？
橡筋箍	橡皮筋兒
光鮮	衣著整潔好看
咖啡店出現唔到十年，經已開到成行成市。	咖啡店出現不到十年，但已經發展成為一項受歡迎的業務。
佢好細個就去咗外國，啲中文好水	他從小就到國外去了，中文很差勁
係囖，係囖。噉所以後尾𠻺冇囖，而家都未有消息啊。	是啊，是淘氣。所以後來贏沒有，現在還沒有消息啊。
我將會同大家講吓 我哋點樣可以有效利用 一種絕對被忽視嘅醫療上嘅資源 。 呢種資源就係病人本身 ， 或者 ﹐ 以科學術語嚟講 — — 人 。	我來和大家聊一聊 我們如何解決一個醫保方面 一直沒有被利用到的資源問題 ， 這個問題就是病人 ， 或者按照科學術語 — — 人 。
衙前圍係香港最後嘅市區圍村。	牙展圍是香港市區最後一個有圍牆的村落。
亂拋垃圾已經唔啱	亂拋垃圾已經不對
噚晚你咪話你買咗拼圖返屋企砌嘅，砌成點啊而家？	咦，你昨晚不是說買了一些拼圖回家玩嗎？ 你到目前為止怎麼樣？
實地考察	實地考察
個差人有冇孭炮我唔覺眼。	我沒注意到警察有沒有帶槍。
㷫乾你件衫	在烘乾機中烘乾濕襯衫
比條生路行下得唔得	給條生路走下行不行
我翻去諗吓先	我回去想想
一羹飯	一勺米飯
慶幸得到大家支持。	很幸運得到大家的支持。
有人話囡囡係爸爸嘅前世情人。	都說女兒是爸爸的前世情人。
我因為套盔甲中暑虛脫而暈咗	我因為熱衰竭而昏倒 ， 穿著那套盔甲 。
咁多年黎都好俾心機做，經理亦好鍾意佢	這麼多年來都很用心做，經理亦很喜歡他
文章唔符合要求，要重寫。	文章不符合要求，需要重寫。
夜麻麻仲唔瞓覺做乜嘢吖？	那麼晚還不睡覺幹什麼？
老母嘅私己錢都偷，真係冇譜。	連他媽媽的積蓄都偷了，真是離譜。
你俾人呃咗咁多錢都唔知，正一傻女嚟！	你被騙了那麼多錢。 真是個傻姑娘！
做生意係唔可以一成不變嘅，一定要跟隨市場嘅需求而改變。	一個人不能固執己見地經營自己的企業，必鬚根據市場需求進行變化。
我哋以前啲關係好好𡃉。	我們以前的關係很好贏。
相架	相框
隻蟻躝咗上蛋糕喇	螞蟻爬上蛋糕了
啲花有啲巢，要淋吓水先得。	花有點枯萎了，所以我們得給它們澆水。
落水狗	狗掉進水里
應及早暸解多啲有關預防疫苗嘅資訊	應及早暸解多一點有關預防疫苗的資訊
月經文	關於重複主題的帖子
佢成日同你傾偈，多少都對你有啲好感嘅。	他總是和你說話，我覺得他有點喜歡你。
豉汁蒸黃立䱽	豉汁蒸黃立䱽
咸魚青菜	鹹魚和青菜
CD乜嘢啊？	CD 什麼東西啊？
但係 ， 我已經改咗對壓力嘅睇法 而且我想你哋改變對壓力嘅睇法	但我現在對壓力有了不同的看法 而今天我要改變你們的看法
唔難發現佢有一部分受損 受損其實好正常 因為佢有 2,500 歲嘞 直到 1879 年先至被挖出來	應該不難發現 它有一部分缺損 但這其實很正常 畢竟它已經有 2500 年的歷史了 然後在 1879 年 才被挖出來
佢啱啱行開咗。	他剛剛走出去。
落緊雨仲要趕住去鰂魚涌太裕路打乒乓波	下着雨還要趕着去鰂魚涌太裕路打乒乓球
我仲緊張過你呀	我比你還緊張呢
我哋點知一樣嘢喺錯唧 ？ 或者你同我唧諗法會唔一樣 ，	我們怎樣知道錯呢 ? 當你和我意見分歧 。
分離國家嘅意圖	意圖分裂國家
大褸	大衣
亞爸喺石澳石澳道買左三磅士多啤梨返屋企	爸爸在石澳石澳道買了三磅小商店梨回家
流浪貓喺沙田禾香街嘅垃圾桶搵野食	流浪貓在沙田禾香街的垃圾桶找東西喫
佢靚過你成條街啊。	她比你漂亮多了。
佢去定啦	他當然去了
再也沒法活動；一年後也離開了	再也沒法活動;一年後也離開了
你本書喺櫃桶入便。	你的書在抽屜裡。
橙	橘子
佢突然辭職嘅消息喺公司引起軒然大波。	他的突然離職，在公司裡掀起了一陣波濤洶湧的紛爭。
佢呢個人，撳地游水，唔會買高風險嘅股票。	至於他，他穩紮穩打，不冒險，所以他不會買高風險的股票。
你可以直接搭荃灣綫到葵芳站再轉紅van	你可以直接乘荃灣線到葵芳站再轉紅van
唔該你出去，唔好煩住我。	請出去，不要打擾我。
我都冇計。	我想不出一個主意。
張枱咁多漬嘅，梗係啲菜汁咧	桌子這麼多污痕，一定是菜汁
先公	先前公佈、之前公開
京都早已人滿為患，巴士由朝到晚都滿座。	京都正在遭受過度旅遊的困擾，公共汽車整天都擠滿了乘客。
呢次行程原本由我母親帶	這次考察本來 該由我母親帶領
擇日	擇日不如撞日
千祈要小心！	千萬要小心！
頂喉頂頸	反唇相譏
撇雨啊！快啲閂窗喇！	雨飄進來了，趕快關上窗戶！
呢個舖頭一日要做一萬蚊生意先夠皮	這家店每天要做一萬塊錢的生意才夠本
葵盛西邨輸畀工聯會對手劉美璐，得2146票，挑戰工聯會失敗。	葵盛西邨敗給工聯會對手劉美璐，得2146票，挑戰工聯會失敗。
一定要戴定。好在阿媽平時每年都會幫我換嘅啫。係囖，驚𡃉真係好-好辛苦囖。	一定要戴好了。還好媽平時每年都會幫我換而已。是啊，怕嘮真好-很辛苦嫋。
手本戲	看家本事
我日日都要返呢個冇意思嘅工作，真係番鬼佬月餅，悶極！	我每天都得去幹這份無趣的工作。 真是無聊至極！
會食一個水果	會喫一個水果
格鬥遊戲	格鬥遊戲
首先要有男朋友。	首先你需要一個男朋友。
警察對呢個隱形殺手冇晒符。	對於這個神秘的殺手，警方完全束手無策。
地中海近日接二連三發生人蛇船海難，短短兩日就有過千人葬身海底。	近日，一系列海難事件導致千餘名非法移民死於地中海海底。
法律事務部稍後會向內務委員會提交報告	法律事務部稍後會向內務委員會提交報告
要趁英磅紙水低，衝去英倫旅行。	你應該加快去英國的旅程，以利用英鎊的低價值。
亞仔，覺覺豬喇！	兒子，睡覺了！
每個人都要使幾百蚊入場睇騷。	每個人必須花費數百美元才能進入場館觀看表演。
有冇睇鼎爺節目？	你看過丁老師的表演嗎？
我為自己做咗好多玩具	我做了很多自己的玩具 。
馬高 ： 欺騙 係生活嘅基本組成部分	馬可 : 欺騙 是生活的基本
大埔墟	大埔墟
你今次過唔過到呢關就睇你命水喇。	這次能不能渡過難關，就看你的運氣了。
比起阿玲，我算係幾高。	和玲比起來，我算是高大上了。
冇錯吖，但係噉你覺得佢-即係-點解會咁多人買翻版CD，係唔係即係啲歌星啊，同埋嗰啲出版商都要負少少責任吖？係唔係佢啲CD真係太貴？人哋三十蚊已經可以又-即係賺到咁多嘞，你會唔會話-會唔會話一百蚊一隻，會唔會話即係食水太深啊？	沒錯吖，但是那你覺得他-就是-爲什麼會這麼多人買盜版CD，是不是就是啲歌星啊，和那些出版商也要負一點點責任吖？是不是他的CD真的太貴？人家三十元已經可以又-就是賺到這麼多了，你會不會說-會不會說一百塊一隻，會不會說就是中飽私囊太深啊？
你聽朝先打去問吓喇！	你明天早上才打電話去問問看！
感情嘅嘢𠻺有深度分嗎。	感情的東西嘮有深度分罵嗎。
唔該你幫我諗掂佢啦。	請幫我弄清楚。
我地依便經已十幾人喇。	我們這裡已經有十多個人了。
以至呢，寫來寫去都寫唔完嘅古仔嘅一啲解釋唔到嘅奧秘呢。	以至呢，寫來寫去都寫不完嘅一個故事的一些解釋不了的奧祕呢。
對唔住，呢個號碼取消咗啦	對不起，這個號碼取消了
佢個躉好大	他的屁股墩兒很大
呢個計劃唔錯喎。	這個計劃不錯。
自動	自動的
滾水淥爆咗個杯	開水把杯子燙炸了
Helen Walters ︰ 但攝影機嘅鏡頭 同你眼睛嘅晶體係唔同嘅	HW ： 但攝影機跟我們眼睛 有不一樣的鏡頭 ， 對吧 ？
係一個奇妙嘅觀點 。	也是一個驚人的觀點 。
其實 ， 係可以嘅	確實有可能 。
事務處	事務處
資助視乎收生人數而定。	資助金額視錄取學生人數而定。
老師一步一步引導學生思考人生。	學生在老師的引導下一步步思考人生。
部機	的機器
人細鬼大	人小卻心眼兒多
流浪貓喺沙田禾輋街嘅垃圾桶搵野食	流浪貓在沙田禾輋街的垃圾桶找東西喫
Listening。	Listening。
意頭	預兆
呢個工友好盡責。	這個體力勞動者負責。
一步一步噉行	一步一步地走
個海有過千種唔同嘅完素	大海是由成千上萬的元素組成 。
層面	層面
佢成日心野，11點都唔肯瞓。	她一直心煩意亂，到11點都睡不著。
比較少見。有時呢，人哋問開，譬如問起我Hong Kong U有乜嘢同學呢？根本唔記得咗…	比較少見。有時呢，人家問開，譬如問起我 Hong Kong U 有什麼同學呢？根本不記得了 ...
由香港人一齊由下至上撼動政權	由香港人一起由下至上撼動政權
大姑	大姑子
硃砂桔	紅色的小橘子
以我個人嚟講	根據我自己的意見
佢變咗個有三億讀者嘅資訊平台	演變成了擁有 3 億讀者的媒體平臺
對得住	對得起
收屘都係我哋隊贏咗	最後還是我們隊贏了
伊拉克戰爭期間，薩達姆政權被推翻。	伊拉克戰爭期間，薩達姆政權被推翻。
買正貨	購買正品
你又話介紹雪碧俾佢識𠸏？快啲介紹俾佢識喇。	你又話介紹雪碧讓他認識？快介紹給他認識了。
吓？你教我講，講啲乜嘢啊？講今朝參觀貨櫃碼頭嗰啲嘢呀，係嗎？	啊？你教我說，說點什麼啊？說今天早上參觀貨櫃碼頭那些東西啊，是嗎？
便變了人，	就變了人，
菜脯	蘿蔔乾
豉油王蝦碌	醬油蝦
唔會	不會
兩年喇。	兩年了。
有咩唔怕直講吖。	說出你想說的話。
嗰啲所謂低脂飲食 、 低澱粉質飲食 都唔係解決方法	所謂的低脂食物或低碳水化合物的食物 都不是解決的方法
點話點好	怎樣說都可以
報紙攤檔	報攤
佢份人冇咩架子。	她不是一個傲慢的人。
一家人分三處住。	那個家庭的人住在三個不同的地方。
唔同食品需要唔同嘅保存方法。	不同種類的食物需要不同的保存方法。
元朗有義士嘅盾牌畀子彈射穿	元朗有義士的盾牌被子彈射穿
嗰個演員嘅扮相好討人歡喜。	演員的出現非常令人愉快。
係啊佢，九日啊。我啱啱星期日嗰日係第一日呀？定星期六係第一日呢？唔記得咗喇，即係總之佢聖誕節嗰日會走嘅。	是啊他，九日啊。我剛星期天那天是第一天嗎？還是星期六是第一天呢？忘記了，就是總之他聖誕節那天會走的。
公事包	公文包
你平時只會用到三個火爐 咁點解要六個 ？	沒有道理要買一個六口爐 假如你平常卻連三口都用不到 ？
唔好四圍走吖	不要到處跑了
北京奧運有五隻吉祥物。	北京奧運會有五個吉祥物。
全部語料都要喺公有領域呢個要求令到蒐集語料難咗好多。	全部語料都要在公有領域這個要求讓蒐集語料難了很多。
避風塘牛肉炒河粉	避風塘牛肉炒河粉
打鋃鐘	上課鐘響
嗰次喺坪洲南山路見到有雞蛋仔格仔餅賣	那次在坪洲南山路看到有雞蛋格子餅賣
倒瀉籮蟹	情況混亂
前幾年佢離開香港去美國。	幾年前，他離開香港去了美國。
你認為邊個有最大嘅腦 ？ 邊個最玩得嘅 ？	但你認為誰 擁有最大的腦容量 還是最重要的人物 ？
我都話你唔入得去。	我已經說過你不能進去了。
擺放整齊	擺放得很整齊
屠夫	屠宰工人
你有無驗討下自己先	你有沒有驗討下自己先
件事係你攪出嚟嘅，而家要我跟手尾。	問題是你造成的，現在我必須收拾你造成的混亂局面。
航空公司	航空公司
「 練習 」 因為某啲原因令人覺得係負面	為某些原因而重複記憶 是一件非常被動的事 。
眼大大	大眼睛
家姐話興業街係喺觀塘但係唔知巴士路線	姐姐說興業街是在觀塘但是不知道巴士路線
佢只係掛名經理，實際上佢冇實權㗎。	他只是名義上的經理，實際上他沒有權力。
另一個貧民窟聘用飛仔做保安	另一個居住地創造了一個自新專案 ， 僱用壞男孩來做保全 。
