炸彈同地雷比任何軍階大	炸彈和地雷比任何軍階大
火腿、腸仔、餐肉拼盤	火腿、香腸、餐肉拼盤
命水	命運
我哋嘅法律也帶嚟咗障礙	我們的法令也帶來了許多障礙 。
那青面獠牙的一夥人，	那青面顳下牙的一夥人，
數學我唔夠佢嚟。	我數學不如她好。
咁	般
句句書面語會好悶架	句句書面語會很悶架
佢經已喺酒樓卜咗三張枱。	她已經在餐廳預訂了三張桌子。
打波先嚟落雨，真係掃興！	好像只有我們踢球的時候才會下雨。 多麼令人失望！
前朝	前朝
其實做人邊有可能做到博愛吖。	一個人怎麼可能平等地愛每個人？
佢係由一個充滿熱情嘅發明家 Russell Smith 發明 居住喺新西蘭 ， 致力幫助盲人	這支錶是由一位熱情的發明家 羅素 ． 史密斯 ( Russell Smith ) 所發明的 ， 他一直在紐西蘭試著幫助盲人 。
𥋇大雙眼睇清楚啲。	睜大眼睛，看得更清楚。
前面街口轉左就係	前面街口左轉就是
八達通公司預計今年推出手機功能，將八達通咭與手機SIM咭結合。	八達通公司計劃向公眾展示一種手機功能，它結合了八達通卡和手機卡。
多煩	費心
冇遮冇掩	沒遮沒掩
扎扎跳	心跳
點樣去大角嘴維港灣	怎麼去大角嘴維港灣
我老竇就係陳局長，你殺我，我叫佢殺返你㗎。	我父親就是陳局長，你殺我，我叫他殺回你的。
你乜都認叻，做乜仲使人幫手咩？	老是吹噓自己的本事，怎麼還需要找人幫忙？
唔好再講啦	不要再說了
一萬九千幾嘅-四減四千都係最多一萬五千幾咋。	一萬九一千多的 - 四減四千都是最多一萬五一千多而已。
我早就睇淡晒咯	我早就看透一切了
噉徐展堂係城巴老細吖嗎。	崢徐展堂是城巴老闆啊嗎。
成身	整個人
如果你硬係惹佢嘅話，你遲早會捉蟲入屎𦡆。	你再惹他，遲早是自找麻煩。
佢哋行到㗾㗾聲。	他們邊走邊喘氣。
佢畀人賣過豬仔	他給人出賣過
份工人工咁奀，你撈埋我嗰份嘞。	這份工作工資這麼低，我怎麼都不干。
爛泥扶唔上壁	不成器
跟住	順著
我鍾意阿諾吖。	我喜歡阿諾啊。
佢急住應門，冇留意到自己衣衫不整。	他來不及應門，沒注意到自己衣著不整。
埋手打三更	一開始就出錯
話説喺好多年前，呢度有一座古堡。	據說很多年前，這裡有一座城堡。
呢個行業真係無陰功㗎	這個行業真可憐的
個簽證批咗喇！	入境簽證獲批！
BB細細粒好可愛呀！	寶寶又小又可愛！
大和芋蟹肉春卷	大和芋蟹肉春捲
電視台錄得連年虧損，流失大量觀眾，睇嚟都係氣數已盡㗎喇。	電視台連年虧損，觀眾流失嚴重。 它的世界末日快到了。
隻腳畀人踢瘀咗	腳被人踢得瘀血了
佢唔鍾意傾生意。	他不喜歡談公事。
當我哋將現實世界虛擬化之後 我哋做到好多神奇嘅嘢	當我們把這個真實的世界 轉變成虛擬的 ， 我們可以做出神奇的事情 。
嗰個老闆娘好鬼掁雞㗎，日日都鬧啲伙記。	那個老闆娘真是脾氣暴躁，天天罵工人。
呢隻塗改液要等咁耐先乾，唔怪得而家冇人用啦。	這種塗改液乾了這麼長時間。 難怪它會失寵。
在生	在世
我好幸運 ， 因為我有好多選擇	我很幸運 ， 因為有很多選擇
96 % 喺網路發佈嘅色情圖像 都係影後生女	在網路上發佈的年輕人淫褻照片中 有 96 % 是以女性為主角 。
巴打可摸以醒下水？	大佬，能給點提示嗎
橫掃千軍	橫掃千軍
上晝	前半晌兒
間屋發生過命案，好邪㗎	這間房子以前發生過殺人案，很不吉利的
豐富	豐富的
呢個人用緊奇怪嘅眼神望著我。	這個人奇怪地看著我。
精靈球充電器可以幫你成為最top嘅訓練大師。	精靈球充電器可以幫助您成為最好的神奇寶貝訓練師。
搭單	捎帶
銀雞	哨子
我細個嗰陣，一毫可以買一粒糖。	小時候，十塊錢就能買到一顆糖。
封路唔係重點	不是在談論我們禁止車輛駛入百老匯
住村屋會僭建有咩咁出奇？	住在村屋裡的人擅自建房也就不足為奇了。
用者自付原則	用者自付原則
經霜三年的甘蔗，	經霜三年的甘蔗，
一執米	一把米飯
旁邊	旁邊的
畀過	交給
我最鍾意食嘅點心係蝦餃。	我最喜歡的點心是蒸蝦餃。
唔好玩喇，正經啲講啦，呢個問題好嚴重㗎。	請認真點。 這是一個關鍵問題。
出位	離了本
間隔櫃	帶隔間的櫃子
個天隨時會跌落嚟	上天隨時會掉下來
我有時會同師妹食飯。	我有時和我的女學妹一起吃飯。
:	冒號
雞腸	英文
鳳梨黑醋骨	鳳梨黑醋骨
人哋話着紅底會好運啲㗎。	人們說穿紅色內褲會帶來好運。
整完呢件衫剩番好多布碎。	這件襯衫做成後，布料廢料很多。
正當經濟一片蕭條 其他人只可以賣洋娃娃 鞋帶 、 窗同門去糊口 呢啲女仔已經喺生存同飢餓之間 為好多人帶嚟改變	在經濟崩盤的時間 當人們出售嬰兒玩偶和鞋帶 還有出售門窗 為了生存的時候 這些女孩們 在生存和飢餓之間 做了許多改變
配咗副新眼鏡之後睇嘢好清晰。	戴上新眼鏡後，我能看得很清楚了。
我哋唔單止等唔切 畀你哋全部人擁有機械人 我哋亦都好想睇下 你哋切出嚟嘅機械人	所以 ， 我們等不及把機器人 送到你們全部人的手上 ， 我們也等不及要看看你們所創造的成果 。
工作咁緊張，我怕你頂唔住	工作那麼緊張，我怕你吃不消
我篤咗佢一下。	我戳了她一次。
「 乜你唔知有排咩 ？	這還有很長的路要走 ， 你不知道嗎 ，
佢哋塊面係有大眼、大鼻、大口嘅。	他們的臉上有大眼睛、大鼻子和大嘴巴。
唔好成日同人駁嘴	不要整天跟人家頂嘴
係囖咪澳洲嗰邊囖，Perth。	是就澳洲那邊，Perth。
咁啱得咁蹺	巧合的是
展望未來	展望未來
佢成日都口痕，亂咁講嘢。	她沉迷於毫無意義的談話和不恰當的話。
多謝 Charles M. Schulz 加咗 絕妙嘅兩筆 七條線就足夠展現成個感情生活 一張喺過去五十年裡邊 獲得億萬粉絲嘅面孔	好 ， 感謝天才查爾斯 · 舒茲 另外兩條靈巧的筆畫 ， 我們現在擁有七條靈巧的筆劃 可以組合而成整個情感生活 ， 在過去的五十多年中 讓好幾億的粉絲深深著迷 。
她卻去了健身室做運動	她卻去了健身室做運動
你差唔多可以 喺所有陸生生境上面揾到蜘蛛	你幾乎可以在世界各地 皆發現到蜘蛛的蹤跡 。
坐馬車遊紐約	坐馬車去紐約觀光
行落去。	走下去。
我會比較欣賞第三個假說 就係大腦處理同記憶固化假說	吸引我的是第三種說法 就是大腦運作以及記憶結合
陳生，歡迎你加入我哋	陳先生，歡迎你加入我們
如果學習言唔會改變思維方式 又有乜其他原因呢	那麼為什麽學習語言 ？ 其它的原因是什麼呢 ？
兒童應該受到保護。	兒童應該受到保護。
我覺得呢個袋都幾平靚正。	我覺得這個包很便宜，很吸引人，而且質量很好。
所以佢哋學得更加多	因此他們學到了更多 。
好 ， 我需要各位拎出手機	好 ， 請各位拿出自己的手機 。
刮	搜刮
並與省、市政府代表交流，了解大灣區最新發展規劃	並與省、市政府代表交流，瞭解大灣區最新發展規劃
慌死	生怕
佢咁勁，實做到啦。	她很有天賦，當然可以。
冇咗民主 ， 我哋社會會唔掂 未來會暗淡 ， 新科技亦都會浪費	沒有民主的話 ， 我們的社會會更糟糕 ， 我們的未來會黯淡 ， 而我們偉大 創新的科技會被浪費掉 。
呢啲紅豆沙甜耶耶，我食唔落。	這紅豆湯對我來說太甜了，所以我不能吃。
高架	高架橋
牛頭褲	短褲
罯住	蓋住
佢話同我哋夾份搞間花店，而家冇晒聲氣嘅	他說這個月要結婚，不過到現在還沒動靜
網絡人妖喺游戲入面究竟係為咗開心定係牟利，呢個好難分辨清楚。	男人在網絡人妖中扮演女孩是為了樂趣還是為了利益，很難區分。
聽日就係deadline喇。啲嘢未做晒，你就話請半日假聽音樂會，你知唔知你噉做好不負責任啊？	明天是最後期限。 事情還沒做完，你要請半天假去聽音樂會。 你知道你不負責任嗎？
搣到爛蓉蓉	扯得稀巴爛
你請我去吖一係！	你請我去丫要麼！
舊	舊的
摟	相邀
點只唔係（），直程細，噉又唔可以話細真係。話細有啲那個咗少少。	怎麼只不是（ ），直程小，那又不能說小真。說小有點那個了點兒。
訊號	信號
噉嘅嘢，邊個都唔食	這樣的東西，誰都不吃
佢對艾爾頓來講。	他對艾爾頓來說。
青年文學獎	青年文學獎
你做初一，我做十五，唔好怪我還擊呀，係你打我先	以牙還牙，以血還血，別怪我還擊，是你先打我的
適合最近需要購買服飾之人士	適合最近需要購買服飾人士
仲希望佢哋會炒咗個老細 即係我	我希望他們能開除老闆 也就是我 。
車牌號碼	車牌號碼
佢係無辜㗎，要怪就怪我啦！	他是無辜的。 如果你需要責備誰，就責怪我吧！
老公越嚟越懶，我畀咗一個月時間佢訂枱食飯，但係佢都冇做到！	我丈夫越來越懶了。 我給了他一個月的時間訂一張桌子給我們吃一頓飯，但他從來沒有做到！
升氣球	可以上升的氣球
你可能將事物分為人類 、 環境同物件	你可能要嘗試會分辨事物 ， 要會分辨人類 ， 要會分辨環境 ， 或是一個物體 。
係啊好細個，（你知唔知）我啲頭髮又唔係好重嗰隻啊。即係比較輕啲，同埋有少少攣攣哋噉樣呢。	是啊很小，（你知道嗎？）我的頭髮又不是很重那隻啊。就是比較輕點，還有一點彎的那樣呢。
用新卡買嘢仲會送簽帳額㗎。	使用新信用卡進行交易後，將提供消費積分。
糯米飯	糯米
佢啲皮膚白雪雪，一啲都唔似係本地人。	他看起來一點也不像本地人； 他的皮膚好白！
（ 笑聲 ） 呢件事發生嘅時候真係好尷尬 不過我意識到其實可能會更加尷尬	( 觀眾大笑 ) 當時我真得很尷尬 後來我又意識到那也許會變得更糟
舊時	從前
等於	等於
羊係草食動物。	山羊是食草動物。
如果議員真的不返回座位，也不要緊，但請不要作出騷擾，以便會議可繼續進行。	如果議員真的不返回座位，也不要緊，但請不要作出騷擾，以便會議可繼續進行。
當我們都欣然接受生活的殘酷	當我們都欣然接受生活的殘酷
抽獎抽到部車，之後又要燕梳牌費一大堆開支，真係執條襪帶累身家	抽獎抽了部汽車，之後保險和牌費開支出了很多，真是得不償失
扎孖辮個女仔係邊個	扎著雙辮的女孩子是誰
佢犯咗個好嚴重嘅錯，所以畀人降職。	她犯了一個大錯，因此被降級。
茶居	小館
神神經經	精神不正常
大門要加多把鎖	大門要多加一個鎖
要搞個難忘嘅生日會真係唔容易。	舉辦一場令人難忘的生日派對真的不容易。
呢牌少運動，大髀肉都削晒	這段時間運動得少，大腿上的肉都沒那麼結實了
喀。因為佢服務年期長啊。	喀。因爲他服務年期長啊。
細時偷針大時就偷金	小時偷針大時就偷金
佢真係蠢到加零一	他真蠢得加零一
胃飢餓素荷爾蒙釋放之後 ， 上到大腦	當飢餓素到達腦部
講大話	撒慌
呢個統計數字可唔可信㗎？	這個統計是真實的嗎？
每天好好的	每天很好的
飲杯茶提神	喝點茶提神
咩話？成三萬蚊咁多？	什麼？ 高達三萬元？
（）每個月，誒，千-唔係三千幾牌費喇一年。	（ ）每個月，淘氣，千-不是三千幾牌費了一年。
三五成群，冇個好人	一群淘氣的人或歹徒
佢夾埋個妹嚟呃亞媽	他連同妹妹一起哄騙媽媽
你信嗰啲衰人，畀佢哋咁多錢？真係戇𨶙𨳊！	你相信那些無賴，還給了他們那麼多錢？ 你他媽的真是太蠢了！
死火，個銀包賴低响屋企	壞了，錢包拉家裡了
依家啲樓咁貴，都唔知我個仔第日點樣置番頭家。	現在房子這麼貴，就是不知道兒子以後怎麼結婚，安家，成家。
唔老餅	不老氣
宋朝嘅時候，九龍灣有官府設置嘅鹽場，因此叫做官塘	宋朝的時候，九龍灣有官府設置的鹽場，因此叫做官塘
呻笨	吐苦水
老頭子坐着，閉了眼睛，	老頭子坐着，閉了眼睛，
有乜冬瓜豆腐就唔好喇	有什麼三長兩短就不好了
係喇，不過你又搞笑啲，病咗返來。	對了，不過你又搞笑點，病了回來。
火車 、 飛機同汽車 仲有電視機上 Bill O 'Reilly 呢個人 都好嘈	有火車和飛機 ， 汽車和Bill O 'Reilly ， 他非常嘈雜 。
噉𠻺係啫。放咗工返來睇下啲魚都幾舒服𡃉喎。	那只是而已。放了工回來看看這些魚相當舒服啊。
爛賤	不值錢
係囖。可能廿到舋嗰隻呢。	是淘氣。可能二十到舋那隻呢。
開荒牛	辛勞的開創者
望住個仔做功課真係眼火爆，做完一兩題就話要食嘢，食完嘢又話要去廁所，正一懶人多屎尿。	我兒子做作業的方式真讓我抓狂。 問完一兩個問題，該吃點東西了； 吃完東西，就該去洗手間了。 懶惰的人真的可以編出很多逃避工作的藉口。
管理層同罷工嘅工人展開咗對話。	管理層與罷工工人展開了對話。
好嘢	好東西
落緊雨仲要趕住去天水圍天河路打乒乓波	下着雨還要趕着去天水圍天河路打乒乓球
預校錄影	預調錄像
今日天氣好，九龍公園游泳池人山人海。	今天天氣好，九龍公園游泳池人山人海。
細細聲噉講	小聲地說
我嘅工作就係將每個可能存在嘅單詞 放入詞典裏面	我的職業就是將每個 可能的單詞放入詞典
我怕買得多過頭啦	我恐怕買得太多了
因為我哋真係對誘惑毫無抵抗力	因為我們真的很不擅長拒絕誘惑 。
從晚清開始，中國同外國的傳統朝貢關係，開始由條約關係逐漸取代。條約系主權國之間嘅約定，點喺條約中稱呼自己就體現咗對自己嘅身份嘅認同。中國大陸學者李揚帆認為，喺通常情況下，清朝以「中國」和「中華」代表國家，而以「大清」代表政府 。	從晚清開始，中國和外國的傳統朝貢關係，開始由條約關係逐漸取代。條約是主權國家之間的約定，如何在條約中稱呼自己則體現了對自己身份的認同。中國大陸學者李揚帆認為，在通常情況下，清朝以「中國」和「中華」代表國家，而以「大清」代表政府。
